Task Name,Task Description,Folder Name,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia,Secuencia Import
Revision continua OWASP y hardening de seguridad — Junio,"Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",6,FLOOR-BE2-M06-06,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.1,Agile — Desarrollo por Sprint,145
Revision continua OWASP y hardening de seguridad — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",5,FLOOR-BE2-M07-01,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90,Agile — Desarrollo por Sprint,146
Revision continua OWASP y hardening de seguridad — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-BE2-M08-01,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S5-S7,Agosto,90,Agile — Desarrollo por Sprint,147
Revision continua OWASP y hardening de seguridad — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",6,FLOOR-BE2-M08-02,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S5-S7,Agosto,90,Agile — Desarrollo por Sprint,148
Revision continua OWASP y hardening de seguridad — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",8,FLOOR-BE2-M08-03,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S5-S7,Agosto,90,Agile — Desarrollo por Sprint,149
Revision continua OWASP y hardening de seguridad — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-BE2-M08-04,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S5-S7,Agosto,90,Agile — Desarrollo por Sprint,150
"Soporte integraciones, APIs y mensajeria transversal — Junio","Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",29,FLOOR-BE3-M06-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S1-S3,Junio,90,Agile — Desarrollo por Sprint,151
"Soporte integraciones, APIs y mensajeria transversal — Junio","Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",16,FLOOR-BE3-M06-02,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S1-S3,Junio,90,Agile — Desarrollo por Sprint,152
"Soporte integraciones, APIs y mensajeria transversal — Junio","Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",11,FLOOR-BE3-M06-03,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S1-S3,Junio,90,Agile — Desarrollo por Sprint,153
"Soporte integraciones, APIs y mensajeria transversal — Julio","Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",28,FLOOR-BE3-M07-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S3-S5,Julio,90.1,Agile — Desarrollo por Sprint,154
"Soporte integraciones, APIs y mensajeria transversal — Julio","Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",7,FLOOR-BE3-M07-02,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S3-S5,Julio,90.1,Agile — Desarrollo por Sprint,155
"Soporte integraciones, APIs y mensajeria transversal — Julio","Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-BE3-M07-03,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S3-S5,Julio,90.1,Agile — Desarrollo por Sprint,156
"Soporte integraciones, APIs y mensajeria transversal — Agosto","Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",15,FLOOR-BE3-M08-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S5-S7,Agosto,90,Agile — Desarrollo por Sprint,157
"Soporte integraciones, APIs y mensajeria transversal — Agosto","Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",6,FLOOR-BE3-M08-02,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S5-S7,Agosto,90,Agile — Desarrollo por Sprint,158
"Soporte integraciones, APIs y mensajeria transversal — Agosto","Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",8,FLOOR-BE3-M08-03,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S5-S7,Agosto,90,Agile — Desarrollo por Sprint,159
"Soporte integraciones, APIs y mensajeria transversal — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",32,FLOOR-BE3-M09-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,97.8,Agile — Desarrollo por Sprint,160
"Soporte integraciones, APIs y mensajeria transversal — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",12,FLOOR-BE3-M09-02,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,97.8,Agile — Desarrollo por Sprint,161
"Soporte integraciones, APIs y mensajeria transversal — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",9,FLOOR-BE3-M09-03,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,97.8,Agile — Desarrollo por Sprint,162
"Soporte integraciones, APIs y mensajeria transversal — Noviembre","Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",36,FLOOR-BE3-M11-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S12-S13,Noviembre,95,Agile — Desarrollo por Sprint,163
"Soporte integraciones, APIs y mensajeria transversal — Noviembre","Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",36,FLOOR-BE3-M11-02,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S12-S13,Noviembre,95,Agile — Desarrollo por Sprint,164
"Soporte integraciones, APIs y mensajeria transversal — Noviembre","Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",36,FLOOR-BE3-M11-03,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S12-S13,Noviembre,95,Agile — Desarrollo por Sprint,165
"Soporte integraciones, APIs y mensajeria transversal — Noviembre","Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",5,FLOOR-BE3-M11-04,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S12-S13,Noviembre,95,Agile — Desarrollo por Sprint,166
"Refuerzo UI, accesibilidad y deuda tecnica frontend — Junio","Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (FRONTEND 1 — Interfaces (mes 1 al 6)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",15,FLOOR-FE1-M06-01,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S1-S3,Junio,90.9,Agile — Desarrollo por Sprint,167
"Refuerzo UI, accesibilidad y deuda tecnica frontend — Noviembre","Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (FRONTEND 1 — Interfaces (mes 1 al 6)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",4,FLOOR-FE1-M11-01,FRONTEND 1 — Interfaces (mes 1 al 6),R1,,Baja,Bajo,Frontend Principal,Desarrollo,S12-S13,Noviembre,93.2,Agile — Desarrollo por Sprint,168
"Soporte UX, usabilidad y validacion con usuarios — Julio","Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",14,FLOOR-FE2-M07-01,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S3-S5,Julio,98.8,Agile — Desarrollo por Sprint,169
"Soporte UX, usabilidad y validacion con usuarios — Julio","Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",3,FLOOR-FE2-M07-02,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S3-S5,Julio,98.8,Agile — Desarrollo por Sprint,170
"Soporte UX, usabilidad y validacion con usuarios — Julio","Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",13,FLOOR-FE2-M07-03,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S3-S5,Julio,98.8,Agile — Desarrollo por Sprint,171
"Soporte UX, usabilidad y validacion con usuarios — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",16,FLOOR-FE2-M09-01,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S7-S9,Septiembre,90,Agile — Desarrollo por Sprint,172
"Soporte UX, usabilidad y validacion con usuarios — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",14,FLOOR-FE2-M09-02,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S7-S9,Septiembre,90,Agile — Desarrollo por Sprint,173
"Soporte UX, usabilidad y validacion con usuarios — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",14,FLOOR-FE2-M09-03,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S7-S9,Septiembre,90,Agile — Desarrollo por Sprint,174
"Soporte UX, usabilidad y validacion con usuarios — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",10,FLOOR-FE2-M09-04,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S7-S9,Septiembre,90,Agile — Desarrollo por Sprint,175
"Soporte UX, usabilidad y validacion con usuarios — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",15,FLOOR-FE2-M09-05,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S7-S9,Septiembre,90,Agile — Desarrollo por Sprint,176
"Soporte UX, usabilidad y validacion con usuarios — Octubre","Actividad transversal planificada para mantener carga mensual >= 90% en Octubre 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",9,FLOOR-FE2-M10-01,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S9-S12,Octubre,90,Agile — Desarrollo por Sprint,177
"Soporte UX, usabilidad y validacion con usuarios — Octubre","Actividad transversal planificada para mantener carga mensual >= 90% en Octubre 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-FE2-M10-02,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S9-S12,Octubre,90,Agile — Desarrollo por Sprint,178
"Soporte UX, usabilidad y validacion con usuarios — Noviembre","Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (FRONTEND 2 — UX y Soporte (desde mes 2)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",Etapa 1 - Plataforma Reportabilidad,MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",23,FLOOR-FE2-M11-01,FRONTEND 2 — UX y Soporte (desde mes 2),R1,,Baja,Bajo,UX y Soporte,Desarrollo,S12-S13,Noviembre,90,Agile — Desarrollo por Sprint,179
