Task Name,Task Description,List Name,Status,Priority,Start Date,Due Date,Tags,Time Estimate,Task ID,Recurso,Release,Depends On,Complejidad,Riesgo,Stream,Ambiente,Sprint,Mes Calendario,Carga Mes Porcentaje,Tipo Metodologia
Gobierno arquitectonico y alineamiento tecnico transversal — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",5,FLOOR-ARQ-M07-04,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S3-S5,Julio,94.3,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-ARQ-M07-05,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S3-S5,Julio,94.3,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",34,FLOOR-ARQ-M08-01,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S5-S7,Agosto,91.6,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",32,FLOOR-ARQ-M08-02,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S5-S7,Agosto,91.6,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",21,FLOOR-ARQ-M08-03,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S5-S7,Agosto,91.6,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",6,FLOOR-ARQ-M08-04,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S5-S7,Agosto,91.6,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Septiembre,"Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-ARQ-M09-01,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S7-S9,Septiembre,96.1,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Octubre,"Actividad transversal planificada para mantener carga mensual >= 90% en Octubre 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",7,FLOOR-ARQ-M10-01,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S9-S12,Octubre,91.6,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Octubre,"Actividad transversal planificada para mantener carga mensual >= 90% en Octubre 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-ARQ-M10-02,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S9-S12,Octubre,91.6,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Octubre,"Actividad transversal planificada para mantener carga mensual >= 90% en Octubre 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",3,FLOOR-ARQ-M10-03,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S9-S12,Octubre,91.6,Agile — Desarrollo por Sprint
Gobierno arquitectonico y alineamiento tecnico transversal — Noviembre,"Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (ARQ-Arquitecto TI / PMO). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",3,FLOOR-ARQ-M11-01,ARQ-Arquitecto TI / PMO,R1,,Baja,Bajo,Arquitectura,Desarrollo,S12-S13,Noviembre,90.1,Agile — Desarrollo por Sprint
Refuerzo core backend y datos transversal — Octubre,"Actividad transversal planificada para mantener carga mensual >= 90% en Octubre 2026 (BACKEND 1 — DBA / Arq. Datos y Core). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES5_OCTUBRE_Optimizacion,Backlog,Normal,2026-10-01,2026-11-02,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",7,FLOOR-BE1-M10-01,BACKEND 1 — DBA / Arq. Datos y Core,R1,,Baja,Bajo,Backend Core,Desarrollo,S9-S12,Octubre,90.2,Agile — Desarrollo por Sprint
Refuerzo core backend y datos transversal — Noviembre,"Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (BACKEND 1 — DBA / Arq. Datos y Core). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",3,FLOOR-BE1-M11-01,BACKEND 1 — DBA / Arq. Datos y Core,R1,,Baja,Bajo,Backend Core,Desarrollo,S12-S13,Noviembre,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Junio,"Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",19,FLOOR-BE2-M06-01,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Junio,"Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",8,FLOOR-BE2-M06-02,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Junio,"Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",8,FLOOR-BE2-M06-03,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Junio,"Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",5,FLOOR-BE2-M06-04,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Junio,"Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",7,FLOOR-BE2-M06-05,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Junio,"Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",3,FLOOR-BE2-M06-06,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",20,FLOOR-BE2-M07-01,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",6,FLOOR-BE2-M07-02,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",10,FLOOR-BE2-M07-03,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-BE2-M07-04,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-BE2-M07-05,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Julio,"Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",5,FLOOR-BE2-M07-06,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S3-S5,Julio,90.0,Agile — Desarrollo por Sprint
Revision continua OWASP y hardening de seguridad — Agosto,"Actividad transversal planificada para mantener carga mensual >= 90% en Agosto 2026 (BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP)). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES3_AGOSTO_UX_Sensores,Backlog,Normal,2026-08-03,2026-08-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",5,FLOOR-BE2-M08-01,BACKEND 2 — Ciberseguridad Backend (JWT/RBAC/OWASP),R1,,Baja,Bajo,Ciberseguridad Backend,Desarrollo,S5-S7,Agosto,90.0,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Junio","Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",24,FLOOR-BE3-M06-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Junio","Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",31,FLOOR-BE3-M06-02,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Junio","Actividad transversal planificada para mantener carga mensual >= 90% en Junio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES1_JUNIO_Analisis_Arquitectura,Backlog,Normal,2026-06-01,2026-06-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",4,FLOOR-BE3-M06-03,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S1-S3,Junio,90.0,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Julio","Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",18,FLOOR-BE3-M07-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S3-S5,Julio,98.9,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Julio","Actividad transversal planificada para mantener carga mensual >= 90% en Julio 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES2_JULIO_Core_Seguridad,Backlog,Normal,2026-07-01,2026-07-31,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",13,FLOOR-BE3-M07-02,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S3-S5,Julio,98.9,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",12,FLOOR-BE3-M09-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,93.1,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",9,FLOOR-BE3-M09-02,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,93.1,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",11,FLOOR-BE3-M09-03,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,93.1,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",2,FLOOR-BE3-M09-04,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,93.1,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Septiembre","Actividad transversal planificada para mantener carga mensual >= 90% en Septiembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES4_SEPTIEMBRE_Integracion_QA,Backlog,Normal,2026-09-01,2026-09-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",5,FLOOR-BE3-M09-05,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S7-S9,Septiembre,93.1,Agile — Desarrollo por Sprint
"Soporte integraciones, APIs y mensajeria transversal — Noviembre","Actividad transversal planificada para mantener carga mensual >= 90% en Noviembre 2026 (BACKEND 3 — Integraciones). Incluye revisiones, soporte cruzado, documentacion y cierre de pendientes del mes.",MES6_NOVIEMBRE_GoLive,Backlog,Normal,2026-11-02,2026-11-30,"GESTION_PROYECTO,SOPORTE,CAPACIDAD",26,FLOOR-BE3-M11-01,BACKEND 3 — Integraciones,R1,,Baja,Bajo,Integraciones,Desarrollo,S12-S13,Noviembre,90.0,Agile — Desarrollo por Sprint
